title_2023,code,type,employment_base_2023,employment_proj_2023,share_base_2023,share_proj_2023,change_numeric_2023,change_percent_2023,self_employed_2023,openings_2023,median_wage_2023,base_year_2023,projection_year_2023,title_2024,employment_base_2024,employment_proj_2024,share_base_2024,share_proj_2024,change_numeric_2024,change_percent_2024,self_employed_2024,openings_2024,median_wage_2024,base_year_2024,projection_year_2024,_merge,employment_base_delta,employment_proj_delta,share_base_delta,share_proj_delta,change_numeric_delta,change_percent_delta,self_employed_delta,openings_delta,median_wage_delta
Music directors and composers,27-2041,Line item,50.3,51.6,0.0,0.0,1.4,2.7,32.0,5.1,62590.0,2023,2033,Music directors and composers,47.3,47.2,0.0,0.0,-0.1,-0.3,25.6,4.3,63670.0,2024,2034,both,-3.0,-4.399999999999999,0.0,0.0,-1.5,-3.0,-6.399999999999999,-0.7999999999999998,1080.0
Musicians and singers,27-2042,Line item,169.3,172.8,0.1,0.1,3.5,2.1,52.6,20.4,,2023,2033,Musicians and singers,169.8,171.6,0.1,0.1,1.8,1.1,46.8,19.4,,2024,2034,both,0.5,-1.200000000000017,0.0,0.0,-1.7,-1.0,-5.800000000000004,-1.0,
"Disc jockeys, except radio",27-2091,Line item,21.0,22.1,0.0,0.0,1.1,5.1,65.6,2.0,,2023,2033,"Disc jockeys, except radio",15.4,16.0,0.0,0.0,0.6,3.8,46.9,1.5,,2024,2034,both,-5.6,-6.100000000000001,0.0,0.0,-0.5000000000000001,-1.2999999999999998,-18.699999999999996,-0.5,
"Entertainers and performers, sports and related workers, all other",27-2099,Line item,35.7,38.3,0.0,0.0,2.6,7.3,56.7,4.7,,2023,2033,"Entertainers and performers, sports and related workers, all other",35.8,38.0,0.0,0.0,2.1,6.0,56.2,4.4,,2024,2034,both,0.09999999999999432,-0.29999999999999716,0.0,0.0,-0.5,-1.2999999999999998,-0.5,-0.2999999999999998,
Broadcast announcers and radio disc jockeys,27-3011,Line item,26.5,25.4,0.0,0.0,-1.1,-4.0,3.7,2.8,44890.0,2023,2033,Broadcast announcers and radio disc jockeys,24.1,22.8,0.0,0.0,-1.3,-5.5,,2.3,45680.0,2024,2034,both,-2.3999999999999986,-2.599999999999998,0.0,0.0,-0.19999999999999996,-1.5,,-0.5,790.0
"News analysts, reporters, and journalists",27-3023,Line item,49.8,48.4,0.0,0.0,-1.4,-2.7,11.3,4.5,57500.0,2023,2033,"News analysts, reporters, and journalists",49.3,47.4,0.0,0.0,-1.9,-3.9,15.6,4.1,60280.0,2024,2034,both,-0.5,-1.0,0.0,0.0,-0.5,-1.1999999999999997,4.299999999999999,-0.40000000000000036,2780.0
Public relations specialists,27-3031,Line item,308.0,327.2,0.2,0.2,19.2,6.2,1.1,27.1,66750.0,2023,2033,Public relations specialists,315.9,331.0,0.2,0.2,15.0,4.8,1.9,27.6,69780.0,2024,2034,both,7.899999999999977,3.8000000000000114,0.0,0.0,-4.199999999999999,-1.4000000000000004,0.7999999999999998,0.5,3030.0
Editors,27-3041,Line item,114.2,111.9,0.1,0.1,-2.3,-2.0,13.6,9.3,75020.0,2023,2033,Editors,115.8,116.5,0.1,0.1,0.7,0.6,13.2,9.8,75260.0,2024,2034,both,1.5999999999999943,4.599999999999994,0.0,0.0,3.0,2.6,-0.40000000000000036,0.5,240.0
Technical writers,27-3042,Line item,50.1,52.1,0.0,0.0,2.0,4.0,2.0,4.1,80050.0,2023,2033,Technical writers,56.4,56.9,0.0,0.0,0.5,0.9,,4.5,91670.0,2024,2034,both,6.299999999999997,4.799999999999997,0.0,0.0,-1.5,-3.1,,0.40000000000000036,11620.0
Writers and authors,27-3043,Line item,150.7,158.4,0.1,0.1,7.7,5.1,65.9,15.1,73690.0,2023,2033,Writers and authors,135.4,140.3,0.1,0.1,4.9,3.6,62.9,13.4,72270.0,2024,2034,both,-15.299999999999983,-18.099999999999994,0.0,0.0,-2.8,-1.4999999999999996,-3.000000000000007,-1.6999999999999993,-1420.0
Interpreters and translators,27-3091,Line item,78.3,80.1,0.0,0.0,1.8,2.3,32.3,7.5,57090.0,2023,2033,Interpreters and translators,75.3,76.6,0.0,0.0,1.3,1.7,27.0,6.9,59440.0,2024,2034,both,-3.0,-3.5,0.0,0.0,-0.5,-0.5999999999999999,-5.299999999999997,-0.5999999999999996,2350.0
Court reporters and simultaneous captioners,27-3092,Line item,17.5,17.9,0.0,0.0,0.3,1.8,26.4,1.6,63940.0,2023,2033,Court reporters and simultaneous captioners,17.7,17.7,0.0,0.0,0.0,-0.3,25.6,1.7,67310.0,2024,2034,both,0.1999999999999993,-0.1999999999999993,0.0,0.0,-0.3,-2.1,-0.7999999999999972,0.09999999999999987,3370.0
"Media and communication workers, all other",27-3099,Line item,27.0,29.1,0.0,0.0,2.2,8.0,9.4,2.6,61900.0,2023,2033,"Media and communication workers, all other",34.3,35.3,0.0,0.0,0.9,2.7,26.7,3.0,71770.0,2024,2034,both,7.299999999999997,6.199999999999996,0.0,0.0,-1.3000000000000003,-5.3,17.299999999999997,0.3999999999999999,9870.0
Audio and video technicians,27-4011,Line item,87.3,91.9,0.1,0.1,4.6,5.3,9.7,8.0,51640.0,2023,2033,Audio and video technicians,92.3,95.4,0.1,0.1,3.1,3.3,11.0,7.3,54830.0,2024,2034,both,5.0,3.5,0.0,0.0,-1.4999999999999996,-2.0,1.3000000000000007,-0.7000000000000002,3190.0
Broadcast technicians,27-4012,Line item,30.0,30.0,0.0,0.0,0.0,0.1,11.7,2.5,57690.0,2023,2033,Broadcast technicians,24.8,24.2,0.0,0.0,-0.7,-2.8,12.6,1.8,53920.0,2024,2034,both,-5.199999999999999,-5.800000000000001,0.0,0.0,-0.7,-2.9,0.9000000000000004,-0.7,-3770.0
Sound engineering technicians,27-4014,Line item,18.0,17.9,0.0,0.0,-0.1,-0.5,11.1,1.5,59430.0,2023,2033,Sound engineering technicians,16.9,16.6,0.0,0.0,-0.3,-1.7,12.0,1.2,66430.0,2024,2034,both,-1.1000000000000014,-1.2999999999999972,0.0,0.0,-0.19999999999999998,-1.2,0.9000000000000004,-0.30000000000000004,7000.0
Lighting technicians,27-4015,Line item,10.8,10.5,0.0,0.0,-0.3,-3.0,12.0,0.9,62240.0,2023,2033,Lighting technicians,12.1,11.5,0.0,0.0,-0.6,-4.6,13.1,0.8,60560.0,2024,2034,both,1.299999999999999,1.0,0.0,0.0,-0.3,-1.5999999999999996,1.0999999999999996,-0.09999999999999998,-1680.0
Photographers,27-4021,Line item,151.1,156.9,0.1,0.1,5.8,3.9,65.1,13.7,40760.0,2023,2033,Photographers,151.2,154.0,0.1,0.1,2.8,1.8,66.3,12.7,42520.0,2024,2034,both,0.09999999999999432,-2.9000000000000057,0.0,0.0,-3.0,-2.0999999999999996,1.2000000000000028,-1.0,1760.0
"Camera operators, television, video, and film",27-4031,Line item,38.2,38.9,0.0,0.0,0.7,1.9,34.0,3.1,61800.0,2023,2033,"Camera operators, television, video, and film",36.4,36.9,0.0,0.0,0.4,1.2,28.8,2.9,68810.0,2024,2034,both,-1.8000000000000043,-2.0,0.0,0.0,-0.29999999999999993,-0.7,-5.199999999999999,-0.20000000000000018,7010.0
Film and video editors,27-4032,Line item,47.2,49.4,0.0,0.0,2.2,4.7,34.7,4.0,66600.0,2023,2033,Film and video editors,43.5,45.2,0.0,0.0,1.7,4.0,29.3,3.6,70980.0,2024,2034,both,-3.700000000000003,-4.199999999999996,0.0,0.0,-0.5000000000000002,-0.7000000000000002,-5.400000000000002,-0.3999999999999999,4380.0
"Media and communication equipment workers, all other",27-4099,Line item,13.3,13.7,0.0,0.0,0.5,3.4,6.9,1.2,71340.0,2023,2033,"Media and communication equipment workers, all other",15.1,15.2,0.0,0.0,0.1,0.6,8.5,1.1,67190.0,2024,2034,both,1.799999999999999,1.5,0.0,0.0,-0.4,-2.8,1.5999999999999996,-0.09999999999999987,-4150.0
Chiropractors,29-1011,Line item,61.2,67.3,0.0,0.0,6.1,9.9,31.6,3.1,76530.0,2023,2033,Chiropractors,57.2,62.6,0.0,0.0,5.4,9.5,34.7,2.8,79000.0,2024,2034,both,-4.0,-4.699999999999996,0.0,0.0,-0.6999999999999993,-0.40000000000000036,3.1000000000000014,-0.30000000000000027,2470.0
"Dentists, general",29-1021,Line item,141.0,147.7,0.1,0.1,6.7,4.8,13.1,4.3,166300.0,2023,2033,"Dentists, general",129.8,135.2,0.1,0.1,5.4,4.1,11.8,3.9,172790.0,2024,2034,both,-11.199999999999989,-12.5,0.0,0.0,-1.2999999999999998,-0.7000000000000002,-1.299999999999999,-0.3999999999999999,6490.0
Oral and maxillofacial surgeons,29-1022,Line item,4.8,5.0,0.0,0.0,0.2,3.3,13.1,0.1,,2023,2033,Oral and maxillofacial surgeons,6.1,6.4,0.0,0.0,0.3,4.1,11.9,0.2,,2024,2034,both,1.2999999999999998,1.4000000000000004,0.0,0.0,0.09999999999999998,0.7999999999999998,-1.1999999999999993,0.1,
Orthodontists,29-1023,Line item,7.4,7.7,0.0,0.0,0.3,3.7,13.3,0.2,,2023,2033,Orthodontists,5.9,6.2,0.0,0.0,0.3,4.4,12.0,0.2,,2024,2034,both,-1.5,-1.5,0.0,0.0,0.0,0.7000000000000002,-1.3000000000000007,0.0,
Prosthodontists,29-1024,Line item,0.7,0.7,0.0,0.0,0.0,3.5,13.3,0.0,234000.0,2023,2033,Prosthodontists,0.9,0.9,0.0,0.0,0.0,4.5,12.0,0.0,,2024,2034,both,0.20000000000000007,0.20000000000000007,0.0,0.0,0.0,1.0,-1.3000000000000007,0.0,
"Dentists, all other specialists",29-1029,Line item,6.7,6.9,0.0,0.0,0.2,2.3,8.4,0.2,227690.0,2023,2033,"Dentists, all other specialists",6.6,6.6,0.0,0.0,0.0,0.3,7.4,0.2,225770.0,2024,2034,both,-0.10000000000000053,-0.3000000000000007,0.0,0.0,-0.2,-1.9999999999999998,-1.0,0.0,-1920.0
Dietitians and nutritionists,29-1031,Line item,81.3,87.3,0.0,0.1,6.0,7.4,5.0,6.1,69680.0,2023,2033,Dietitians and nutritionists,90.9,95.9,0.1,0.1,5.0,5.5,12.2,6.2,73850.0,2024,2034,both,9.600000000000009,8.600000000000009,0.1,0.0,-1.0,-1.9000000000000004,7.199999999999999,0.10000000000000053,4170.0
Optometrists,29-1041,Line item,49.3,53.6,0.0,0.0,4.3,8.7,15.6,2.2,131860.0,2023,2033,Optometrists,47.8,51.6,0.0,0.0,3.8,8.0,11.5,2.4,134830.0,2024,2034,both,-1.5,-2.0,0.0,0.0,-0.5,-0.6999999999999993,-4.1,0.19999999999999973,2970.0
Pharmacists,29-1051,Line item,337.7,355.9,0.2,0.2,18.3,5.4,0.3,14.2,136030.0,2023,2033,Pharmacists,335.1,350.5,0.2,0.2,15.4,4.6,0.6,14.2,137480.0,2024,2034,both,-2.599999999999966,-5.399999999999977,0.0,0.0,-2.9000000000000004,-0.8000000000000007,0.3,0.0,1450.0
Physician assistants,29-1071,Line item,153.4,197.1,0.1,0.1,43.7,28.5,2.0,12.9,130020.0,2023,2033,Physician assistants,162.7,195.8,0.1,0.1,33.2,20.4,1.5,12.0,133260.0,2024,2034,both,9.299999999999983,-1.299999999999983,0.0,0.0,-10.5,-8.100000000000001,-0.5,-0.9000000000000004,3240.0
Podiatrists,29-1081,Line item,9.7,9.8,0.0,0.0,0.1,1.4,,0.3,141650.0,2023,2033,Podiatrists,9.7,9.9,0.0,0.0,0.2,1.8,,0.3,152800.0,2024,2034,both,0.0,0.09999999999999964,0.0,0.0,0.1,0.40000000000000013,,0.0,11150.0
Occupational therapists,29-1122,Line item,150.5,167.3,0.1,0.1,16.8,11.1,0.7,9.8,96370.0,2023,2033,Occupational therapists,160.0,182.1,0.1,0.1,22.1,13.8,2.2,10.2,98340.0,2024,2034,both,9.5,14.799999999999983,0.0,0.0,5.300000000000001,2.700000000000001,1.5000000000000002,0.3999999999999986,1970.0
Physical therapists,29-1123,Line item,259.2,296.0,0.2,0.2,36.8,14.2,4.1,13.6,99710.0,2023,2033,Physical therapists,267.2,296.4,0.2,0.2,29.3,10.9,4.5,13.2,101020.0,2024,2034,both,8.0,0.39999999999997726,0.0,0.0,-7.4999999999999964,-3.299999999999999,0.40000000000000036,-0.40000000000000036,1310.0
Radiation therapists,29-1124,Line item,17.2,17.7,0.0,0.0,0.5,3.1,,0.8,98300.0,2023,2033,Radiation therapists,19.2,19.6,0.0,0.0,0.4,1.9,,0.9,101990.0,2024,2034,both,2.0,1.9000000000000021,0.0,0.0,-0.09999999999999998,-1.2000000000000002,,0.09999999999999998,3690.0
Recreational therapists,29-1125,Line item,16.6,17.3,0.0,0.0,0.7,4.3,,1.4,57120.0,2023,2033,Recreational therapists,16.1,16.6,0.0,0.0,0.5,3.3,,1.3,60280.0,2024,2034,both,-0.5,-0.6999999999999993,0.0,0.0,-0.19999999999999996,-1.0,,-0.09999999999999987,3160.0
Respiratory therapists,29-1126,Line item,133.9,151.4,0.1,0.1,17.5,13.1,,8.2,77960.0,2023,2033,Respiratory therapists,139.6,156.4,0.1,0.1,16.8,12.1,,8.8,80450.0,2024,2034,both,5.699999999999989,5.0,0.0,0.0,-0.6999999999999993,-1.0,,0.6000000000000014,2490.0
Speech-language pathologists,29-1127,Line item,180.8,214.1,0.1,0.1,33.3,18.4,3.2,13.7,89290.0,2023,2033,Speech-language pathologists,187.4,215.5,0.1,0.1,28.2,15.0,3.3,13.3,95410.0,2024,2034,both,6.599999999999994,1.4000000000000057,0.0,0.0,-5.099999999999998,-3.3999999999999986,0.09999999999999964,-0.3999999999999986,6120.0
Exercise physiologists,29-1128,Line item,21.5,23.7,0.0,0.0,2.2,10.4,61.3,1.6,54860.0,2023,2033,Exercise physiologists,23.9,26.1,0.0,0.0,2.3,9.5,64.0,1.7,58160.0,2024,2034,both,2.3999999999999986,2.400000000000002,0.0,0.0,0.09999999999999964,-0.9000000000000004,2.700000000000003,0.09999999999999987,3300.0
"Therapists, all other",29-1129,Line item,43.2,48.3,0.0,0.0,5.1,11.8,60.5,3.3,63650.0,2023,2033,"Therapists, all other",56.1,62.5,0.0,0.0,6.4,11.5,63.3,4.1,65010.0,2024,2034,both,12.899999999999999,14.200000000000003,0.0,0.0,1.3000000000000007,-0.3000000000000007,2.799999999999997,0.7999999999999998,1360.0
Veterinarians,29-1131,Line item,88.2,105.0,0.1,0.1,16.8,19.1,10.0,4.3,119100.0,2023,2033,Veterinarians,86.4,94.7,0.1,0.1,8.3,9.6,6.1,3.0,125510.0,2024,2034,both,-1.7999999999999972,-10.299999999999997,0.0,0.0,-8.5,-9.500000000000002,-3.9000000000000004,-1.2999999999999998,6410.0
Registered nurses,29-1141,Line item,3300.1,3497.3,2.0,2.0,197.2,6.0,0.5,194.5,86070.0,2023,2033,Registered nurses,3391.0,3557.1,2.0,2.0,166.1,4.9,0.5,189.1,93600.0,2024,2034,both,90.90000000000009,59.79999999999973,0.0,0.0,-31.099999999999994,-1.0999999999999996,0.0,-5.400000000000006,7530.0
Nurse anesthetists,29-1151,Line item,49.9,55.1,0.0,0.0,5.2,10.4,1.3,2.4,212650.0,2023,2033,Nurse anesthetists,53.8,58.5,0.0,0.0,4.6,8.6,3.9,2.7,223210.0,2024,2034,both,3.8999999999999986,3.3999999999999986,0.0,0.0,-0.6000000000000005,-1.8000000000000007,2.5999999999999996,0.30000000000000027,10560.0
Nurse midwives,29-1161,Line item,7.2,7.7,0.0,0.0,0.5,7.1,1.1,0.4,129650.0,2023,2033,Nurse midwives,8.6,9.5,0.0,0.0,0.9,11.1,1.0,0.5,128790.0,2024,2034,both,1.3999999999999995,1.7999999999999998,0.0,0.0,0.4,4.0,-0.10000000000000009,0.09999999999999998,-860.0
Nurse practitioners,29-1171,Line item,292.5,427.9,0.2,0.2,135.5,46.3,1.1,29.0,126260.0,2023,2033,Nurse practitioners,320.4,448.8,0.2,0.3,128.4,40.1,1.0,29.5,129210.0,2024,2034,both,27.899999999999977,20.900000000000034,0.0,0.09999999999999998,-7.099999999999994,-6.199999999999996,-0.10000000000000009,0.5,2950.0
Audiologists,29-1181,Line item,14.4,16.0,0.0,0.0,1.6,10.9,1.5,0.8,87740.0,2023,2033,Audiologists,15.8,17.3,0.0,0.0,1.5,9.5,4.4,0.7,92120.0,2024,2034,both,1.4000000000000004,1.3000000000000007,0.0,0.0,-0.10000000000000009,-1.4000000000000004,2.9000000000000004,-0.10000000000000009,4380.0
Anesthesiologists,29-1211,Line item,36.1,37.6,0.0,0.0,1.5,4.0,4.3,1.0,,2023,2033,Anesthesiologists,45.3,46.7,0.0,0.0,1.4,3.2,4.7,1.3,,2024,2034,both,9.199999999999996,9.100000000000001,0.0,0.0,-0.10000000000000009,-0.7999999999999998,0.40000000000000036,0.30000000000000004,
Cardiologists,29-1212,Line item,16.4,17.2,0.0,0.0,0.8,5.0,4.3,0.5,,2023,2033,Cardiologists,19.4,20.2,0.0,0.0,0.8,4.1,4.7,0.6,,2024,2034,both,3.0,3.0,0.0,0.0,0.0,-0.9000000000000004,0.40000000000000036,0.09999999999999998,
Dermatologists,29-1213,Line item,13.0,13.9,0.0,0.0,0.9,7.1,4.5,0.4,,2023,2033,Dermatologists,10.9,11.6,0.0,0.0,0.7,6.4,4.8,0.4,,2024,2034,both,-2.0999999999999996,-2.3000000000000007,0.0,0.0,-0.20000000000000007,-0.6999999999999993,0.2999999999999998,0.0,
Emergency medicine physicians,29-1214,Line item,37.6,39.0,0.0,0.0,1.3,3.5,4.2,1.0,,2023,2033,Emergency medicine physicians,36.1,37.1,0.0,0.0,1.0,2.7,4.6,1.0,,2024,2034,both,-1.5,-1.8999999999999986,0.0,0.0,-0.30000000000000004,-0.7999999999999998,0.39999999999999947,0.0,
Family medicine physicians,29-1215,Line item,120.3,126.1,0.1,0.1,5.7,4.8,4.1,3.5,224640.0,2023,2033,Family medicine physicians,116.0,119.1,0.1,0.1,3.1,2.7,4.5,3.3,238380.0,2024,2034,both,-4.299999999999997,-7.0,0.0,0.0,-2.6,-2.0999999999999996,0.40000000000000036,-0.20000000000000018,13740.0
General internal medicine physicians,29-1216,Line item,73.8,76.3,0.0,0.0,2.5,3.4,4.0,2.0,223310.0,2023,2033,General internal medicine physicians,73.2,75.6,0.0,0.0,2.4,3.3,4.3,2.1,236350.0,2024,2034,both,-0.5999999999999943,-0.7000000000000028,0.0,0.0,-0.10000000000000009,-0.10000000000000009,0.2999999999999998,0.10000000000000009,13040.0
Neurologists,29-1217,Line item,10.1,10.8,0.0,0.0,0.7,6.8,4.3,0.3,,2023,2033,Neurologists,8.3,8.8,0.0,0.0,0.5,5.4,4.6,0.3,,2024,2034,both,-1.799999999999999,-2.0,0.0,0.0,-0.19999999999999996,-1.3999999999999995,0.2999999999999998,0.0,
Obstetricians and gynecologists,29-1218,Line item,21.3,22.0,0.0,0.0,0.7,3.3,4.3,0.6,,2023,2033,Obstetricians and gynecologists,21.5,21.7,0.0,0.0,0.3,1.2,4.7,0.6,,2024,2034,both,0.1999999999999993,-0.3000000000000007,0.0,0.0,-0.39999999999999997,-2.0999999999999996,0.40000000000000036,0.0,
"Pediatricians, general",29-1221,Line item,37.7,38.5,0.0,0.0,0.8,2.1,4.2,1.0,198690.0,2023,2033,"Pediatricians, general",46.4,46.8,0.0,0.0,0.4,0.8,4.6,1.2,210130.0,2024,2034,both,8.699999999999996,8.299999999999997,0.0,0.0,-0.4,-1.3,0.39999999999999947,0.19999999999999996,11440.0
"Physicians, pathologists",29-1222,Line item,11.8,12.5,0.0,0.0,0.6,5.5,4.0,0.4,,2023,2033,"Physicians, pathologists",12.6,13.1,0.0,0.0,0.5,4.2,4.5,0.4,,2024,2034,both,0.7999999999999989,0.5999999999999996,0.0,0.0,-0.09999999999999998,-1.2999999999999998,0.5,0.0,
Psychiatrists,29-1223,Line item,27.0,29.1,0.0,0.0,2.1,7.6,3.5,0.9,,2023,2033,Psychiatrists,27.1,28.8,0.0,0.0,1.7,6.1,3.7,0.9,,2024,2034,both,0.10000000000000142,-0.3000000000000007,0.0,0.0,-0.40000000000000013,-1.5,0.20000000000000018,0.0,
Radiologists,29-1224,Line item,34.3,35.6,0.0,0.0,1.2,3.6,4.3,1.0,,2023,2033,Radiologists,28.2,29.0,0.0,0.0,0.8,2.7,4.7,0.8,,2024,2034,both,-6.099999999999998,-6.600000000000001,0.0,0.0,-0.3999999999999999,-0.8999999999999999,0.40000000000000036,-0.19999999999999996,
"Physicians, all other",29-1229,Line item,337.0,350.1,0.2,0.2,13.1,3.9,3.6,9.5,236000.0,2023,2033,"Physicians, all other",340.7,349.3,0.2,0.2,8.6,2.5,3.9,9.6,,2024,2034,both,3.6999999999999886,-0.8000000000000114,0.0,0.0,-4.5,-1.4,0.2999999999999998,0.09999999999999964,
"Ophthalmologists, except pediatric",29-1241,Line item,12.4,12.9,0.0,0.0,0.6,4.5,4.1,0.3,,2023,2033,"Ophthalmologists, except pediatric",12.5,13.1,0.0,0.0,0.5,4.3,0.7,0.3,,2024,2034,both,0.09999999999999964,0.1999999999999993,0.0,0.0,-0.09999999999999998,-0.20000000000000018,-3.3999999999999995,0.0,
"Orthopedic surgeons, except pediatric",29-1242,Line item,16.0,16.6,0.0,0.0,0.7,4.2,4.0,0.4,,2023,2033,"Orthopedic surgeons, except pediatric",14.7,15.3,0.0,0.0,0.6,4.1,0.7,0.4,,2024,2034,both,-1.3000000000000007,-1.3000000000000007,0.0,0.0,-0.09999999999999998,-0.10000000000000053,-3.3,0.0,
Pediatric surgeons,29-1243,Line item,1.3,1.3,0.0,0.0,0.0,2.0,4.0,0.0,,2023,2033,Pediatric surgeons,1.1,1.1,0.0,0.0,0.0,1.5,,0.0,,2024,2034,both,-0.19999999999999996,-0.19999999999999996,0.0,0.0,0.0,-0.5,,0.0,
"Surgeons, all other",29-1249,Line item,28.4,29.6,0.0,0.0,1.2,4.3,3.8,0.7,,2023,2033,"Surgeons, all other",25.1,26.0,0.0,0.0,1.0,3.9,0.7,0.6,,2024,2034,both,-3.299999999999997,-3.6000000000000014,0.0,0.0,-0.19999999999999996,-0.3999999999999999,-3.0999999999999996,-0.09999999999999998,
Acupuncturists,29-1291,Line item,22.1,23.3,0.0,0.0,1.2,5.5,56.7,1.3,78220.0,2023,2033,Acupuncturists,15.3,16.4,0.0,0.0,1.0,6.8,44.1,0.9,78140.0,2024,2034,both,-6.800000000000001,-6.900000000000002,0.0,0.0,-0.19999999999999996,1.2999999999999998,-12.600000000000001,-0.4,-80.0
Dental hygienists,29-1292,Line item,214.1,233.7,0.1,0.1,19.6,9.2,0.6,16.4,87530.0,2023,2033,Dental hygienists,221.6,237.2,0.1,0.1,15.5,7.0,0.5,15.3,94260.0,2024,2034,both,7.5,3.5,0.0,0.0,-4.100000000000001,-2.1999999999999993,-0.09999999999999998,-1.0999999999999979,6730.0
"Healthcare diagnosing or treating practitioners, all other",29-1299,Line item,40.4,41.5,0.0,0.0,1.0,2.6,17.6,2.3,107990.0,2023,2033,"Healthcare diagnosing or treating practitioners, all other",41.3,42.2,0.0,0.0,0.8,2.0,20.3,2.4,113730.0,2024,2034,both,0.8999999999999986,0.7000000000000028,0.0,0.0,-0.19999999999999996,-0.6000000000000001,2.6999999999999993,0.10000000000000009,5740.0
Clinical laboratory technologists and technicians,29-2010,Line item,344.2,362.5,0.2,0.2,18.2,5.3,,24.2,60780.0,2023,2033,Clinical laboratory technologists and technicians,351.2,357.2,0.2,0.2,6.0,1.7,0.5,22.6,61890.0,2024,2034,both,7.0,-5.300000000000011,0.0,0.0,-12.2,-3.5999999999999996,,-1.5999999999999979,1110.0
Cardiovascular technologists and technicians,29-2031,Line item,58.4,60.9,0.0,0.0,2.4,4.2,2.1,3.7,66170.0,2023,2033,Cardiovascular technologists and technicians,64.7,66.6,0.0,0.0,1.9,3.0,3.7,3.8,67260.0,2024,2034,both,6.300000000000004,5.699999999999996,0.0,0.0,-0.5,-1.2000000000000002,1.6,0.09999999999999964,1090.0
Diagnostic medical sonographers,29-2032,Line item,84.9,97.7,0.1,0.1,12.8,15.1,0.2,5.7,84470.0,2023,2033,Diagnostic medical sonographers,90.0,101.7,0.1,0.1,11.7,13.0,2.5,5.8,89340.0,2024,2034,both,5.099999999999994,4.0,0.0,0.0,-1.1000000000000014,-2.0999999999999996,2.3,0.09999999999999964,4870.0
Nuclear medicine technologists,29-2033,Line item,17.8,17.6,0.0,0.0,-0.2,-1.3,4.5,0.8,92500.0,2023,2033,Nuclear medicine technologists,20.0,20.6,0.0,0.0,0.6,3.0,13.7,0.9,97020.0,2024,2034,both,2.1999999999999993,3.0,0.0,0.0,0.8,4.3,9.2,0.09999999999999998,4520.0
Radiologic technologists and technicians,29-2034,Line item,227.8,241.0,0.1,0.1,13.1,5.8,0.4,13.3,73410.0,2023,2033,Radiologic technologists and technicians,228.0,237.8,0.1,0.1,9.8,4.3,0.4,12.9,77660.0,2024,2034,both,0.19999999999998863,-3.1999999999999886,0.0,0.0,-3.299999999999999,-1.5,0.0,-0.40000000000000036,4250.0
Magnetic resonance imaging technologists,29-2035,Line item,43.4,47.0,0.0,0.0,3.6,8.4,2.6,2.7,83740.0,2023,2033,Magnetic resonance imaging technologists,44.1,47.2,0.0,0.0,3.1,7.1,4.6,2.6,88180.0,2024,2034,both,0.7000000000000028,0.20000000000000284,0.0,0.0,-0.5,-1.3000000000000007,1.9999999999999996,-0.10000000000000009,4440.0
Medical dosimetrists,29-2036,Line item,4.2,4.5,0.0,0.0,0.2,5.4,4.5,0.2,132880.0,2023,2033,Medical dosimetrists,4.8,4.9,0.0,0.0,0.2,3.5,13.8,0.2,138110.0,2024,2034,both,0.5999999999999996,0.40000000000000036,0.0,0.0,0.0,-1.9000000000000004,9.3,0.0,5230.0
Emergency medical technicians,29-2042,Line item,169.7,180.0,0.1,0.1,10.3,6.1,0.2,13.9,38930.0,2023,2033,Emergency medical technicians,181.0,190.2,0.1,0.1,9.2,5.1,,14.1,41340.0,2024,2034,both,11.300000000000011,10.199999999999989,0.0,0.0,-1.1000000000000014,-1.0,,0.1999999999999993,2410.0
Paramedics,29-2043,Line item,100.6,106.5,0.1,0.1,5.9,5.9,0.2,5.3,53180.0,2023,2033,Paramedics,101.9,107.0,0.1,0.1,5.1,5.0,,4.9,58410.0,2024,2034,both,1.3000000000000114,0.5,0.0,0.0,-0.8000000000000007,-0.9000000000000004,,-0.39999999999999947,5230.0
Dietetic technicians,29-2051,Line item,25.0,26.1,0.0,0.0,1.1,4.3,,3.2,36520.0,2023,2033,Dietetic technicians,30.9,31.7,0.0,0.0,0.8,2.5,0.7,4.0,37040.0,2024,2034,both,5.899999999999999,5.599999999999998,0.0,0.0,-0.30000000000000004,-1.7999999999999998,,0.7999999999999998,520.0
Pharmacy technicians,29-2052,Line item,463.9,497.2,0.3,0.3,33.3,7.2,,47.4,40300.0,2023,2033,Pharmacy technicians,490.4,521.8,0.3,0.3,31.5,6.4,,49.0,43460.0,2024,2034,both,26.5,24.599999999999966,0.0,0.0,-1.7999999999999972,-0.7999999999999998,,1.6000000000000014,3160.0
Psychiatric technicians,29-2053,Line item,124.6,145.8,0.1,0.1,21.3,17.1,1.1,13.2,39700.0,2023,2033,Psychiatric technicians,144.5,173.3,0.1,0.1,28.9,20.0,,15.9,42590.0,2024,2034,both,19.900000000000006,27.5,0.0,0.0,7.599999999999998,2.8999999999999986,,2.700000000000001,2890.0
