year,title,code,type,employment_base,employment_proj,share_base,share_proj,change_numeric,change_percent,self_employed,openings,median_wage
2023,"Logging workers, all other",45-4029,Line item,3.7,3.4,0.0,0.0,-0.3,-7.4,30.3,0.5,52480.0
2023,Construction and extraction occupations,47-0000,Summary,7338.3,7752.3,4.4,4.4,414.0,5.6,13.9,663.5,55680.0
2023,Supervisors of construction and extraction workers,47-1000,Summary,853.2,903.4,0.5,0.5,50.3,5.9,7.6,72.0,76760.0
2023,First-line supervisors of construction trades and extraction workers,47-1011,Line item,853.2,903.4,0.5,0.5,50.3,5.9,7.6,72.0,76760.0
2023,Construction trades workers,47-2000,Summary,5582.4,5926.1,3.3,3.4,343.7,6.2,16.7,501.1,52000.0
2023,Boilermakers,47-2011,Line item,11.3,11.2,0.0,0.0,-0.1,-1.2,,1.0,71140.0
2023,"Brickmasons, blockmasons, and stonemasons",47-2020,Summary,85.0,86.9,0.1,0.0,1.9,2.3,19.4,6.5,58810.0
2023,Brickmasons and blockmasons,47-2021,Line item,72.6,75.0,0.0,0.0,2.4,3.3,19.4,5.6,59640.0
2023,Stonemasons,47-2022,Line item,12.4,12.0,0.0,0.0,-0.4,-3.6,19.7,0.8,51830.0
2023,Carpenters,47-2031,Line item,923.1,961.6,0.5,0.6,38.6,4.2,23.6,76.5,56350.0
2023,"Carpet, floor, and tile installers and finishers",47-2040,Summary,115.4,122.8,0.1,0.1,7.5,6.5,24.3,9.2,48690.0
2023,Carpet installers,47-2041,Line item,20.3,18.5,0.0,0.0,-1.8,-8.9,24.4,1.2,47520.0
2023,"Floor layers, except carpet, wood, and hard tiles",47-2042,Line item,32.8,36.1,0.0,0.0,3.3,10.1,24.4,2.8,48840.0
2023,Floor sanders and finishers,47-2043,Line item,6.6,6.8,0.0,0.0,0.2,2.5,24.4,0.5,47760.0
2023,Tile and stone setters,47-2044,Line item,55.6,61.4,0.0,0.0,5.8,10.4,24.3,4.7,48910.0
2023,"Cement masons, concrete finishers, and terrazzo workers",47-2050,Summary,213.3,211.7,0.1,0.1,-1.6,-0.7,3.2,15.3,50710.0
2023,Cement masons and concrete finishers,47-2051,Line item,211.8,210.3,0.1,0.1,-1.5,-0.7,3.2,15.2,50720.0
2023,Terrazzo workers and finishers,47-2053,Line item,1.5,1.4,0.0,0.0,-0.1,-8.4,,0.1,48900.0
2023,Construction laborers,47-2061,Line item,1401.2,1516.6,0.8,0.9,115.4,8.2,26.6,133.1,45300.0
2023,Construction equipment operators,47-2070,Summary,515.7,537.2,0.3,0.3,21.5,4.2,2.2,45.7,55270.0
2023,"Paving, surfacing, and tamping equipment operators",47-2071,Line item,44.5,46.3,0.0,0.0,1.7,3.9,2.4,3.9,48980.0
2023,Pile driver operators,47-2072,Line item,3.1,3.3,0.0,0.0,0.1,4.6,2.7,0.3,63550.0
2023,Operating engineers and other construction equipment operators,47-2073,Line item,468.0,487.6,0.3,0.3,19.6,4.2,2.2,41.5,56160.0
2023,"Drywall installers, ceiling tile installers, and tapers",47-2080,Summary,136.6,140.3,0.1,0.1,3.7,2.7,21.6,9.8,57010.0
2023,Drywall and ceiling tile installers,47-2081,Line item,116.6,120.4,0.1,0.1,3.8,3.3,21.6,8.5,55700.0
2023,Tapers,47-2082,Line item,20.0,19.8,0.0,0.0,-0.1,-0.7,21.6,1.4,63350.0
2023,Electricians,47-2111,Line item,779.8,864.1,0.5,0.5,84.3,10.8,6.9,80.2,61590.0
2023,Glaziers,47-2121,Line item,56.5,58.6,0.0,0.0,2.1,3.8,4.8,5.6,51100.0
2023,Insulation workers,47-2130,Summary,62.6,64.8,0.0,0.0,2.2,3.6,0.8,5.5,49350.0
2023,"Insulation workers, floor, ceiling, and wall",47-2131,Line item,39.1,40.2,0.0,0.0,1.0,2.7,0.9,3.4,47540.0
2023,"Insulation workers, mechanical",47-2132,Line item,23.4,24.6,0.0,0.0,1.2,5.1,0.8,2.1,53920.0
2023,Painters and paperhangers,47-2140,Summary,341.8,355.5,0.2,0.2,13.7,4.0,35.9,28.2,47710.0
2023,"Painters, construction and maintenance",47-2141,Line item,338.9,352.4,0.2,0.2,13.6,4.0,35.9,28.0,47700.0
2023,Paperhangers,47-2142,Line item,2.9,3.1,0.0,0.0,0.2,5.7,36.8,0.2,48460.0
2023,"Pipelayers, plumbers, pipefitters, and steamfitters",47-2150,Summary,510.7,536.1,0.3,0.3,25.4,5.0,5.7,46.0,60890.0
2023,Pipelayers,47-2151,Line item,37.3,36.4,0.0,0.0,-0.9,-2.3,0.6,2.7,47330.0
2023,"Plumbers, pipefitters, and steamfitters",47-2152,Line item,473.4,499.7,0.3,0.3,26.3,5.6,6.1,43.3,61550.0
2023,Plasterers and stucco masons,47-2161,Line item,24.1,24.9,0.0,0.0,0.8,3.3,6.1,1.7,52640.0
2023,Reinforcing iron and rebar workers,47-2171,Line item,21.9,22.9,0.0,0.0,0.9,4.2,19.9,1.7,54850.0
2023,Roofers,47-2181,Line item,168.1,177.9,0.1,0.1,9.8,5.8,17.4,13.6,50030.0
2023,Sheet metal workers,47-2211,Line item,124.2,127.1,0.1,0.1,2.9,2.3,4.1,11.5,58780.0
2023,Structural iron and steel workers,47-2221,Line item,66.1,68.9,0.0,0.0,2.7,4.1,2.2,5.8,62760.0
2023,Solar photovoltaic installers,47-2231,Line item,25.0,37.0,0.0,0.0,12.0,48.0,1.6,4.1,48800.0
2023,"Helpers, construction trades",47-3000,Summary,198.6,202.6,0.1,0.1,4.0,2.0,2.1,21.8,38630.0
2023,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",47-3011,Line item,17.1,15.6,0.0,0.0,-1.6,-9.1,2.1,1.6,42470.0
2023,Helpers--carpenters,47-3012,Line item,22.3,21.6,0.0,0.0,-0.7,-3.0,2.1,2.3,39380.0
2023,Helpers--electricians,47-3013,Line item,71.5,72.2,0.0,0.0,0.7,1.0,2.0,7.7,38340.0
2023,"Helpers--painters, paperhangers, plasterers, and stucco masons",47-3014,Line item,7.8,8.0,0.0,0.0,0.1,1.9,2.1,0.9,37010.0
2023,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",47-3015,Line item,47.1,49.8,0.0,0.0,2.8,5.9,2.1,5.5,37650.0
2023,Helpers--roofers,47-3016,Line item,4.8,5.0,0.0,0.0,0.3,5.6,2.1,0.5,38620.0
2023,"Helpers, construction trades, all other",47-3019,Line item,28.0,30.4,0.0,0.0,2.3,8.3,2.0,3.4,40220.0
2023,Other construction and related workers,47-4000,Summary,481.6,495.0,0.3,0.3,13.4,2.8,3.1,45.3,52900.0
2023,Construction and building inspectors,47-4011,Line item,142.6,142.7,0.1,0.1,0.0,0.0,4.2,15.0,67700.0
2023,Elevator and escalator installers and repairers,47-4021,Line item,24.4,25.8,0.0,0.0,1.4,5.7,,2.2,102420.0
2023,Fence erectors,47-4031,Line item,24.3,25.5,0.0,0.0,1.2,4.8,11.6,2.1,44410.0
2023,Hazardous materials removal workers,47-4041,Line item,50.3,50.9,0.0,0.0,0.5,1.0,,4.8,47280.0
2023,Highway maintenance workers,47-4051,Line item,160.4,166.5,0.1,0.1,6.1,3.8,1.8,13.9,47360.0
2023,Rail-track laying and maintenance equipment operators,47-4061,Line item,17.7,18.1,0.0,0.0,0.4,2.5,,1.3,67000.0
2023,Septic tank servicers and sewer pipe cleaners,47-4071,Line item,30.1,32.6,0.0,0.0,2.4,8.1,5.1,3.0,46910.0
2023,Miscellaneous construction and related workers,47-4090,Line item,31.6,32.9,0.0,0.0,1.3,4.0,5.8,3.0,47090.0
2023,Extraction workers,47-5000,Summary,222.5,225.3,0.1,0.1,2.7,1.2,1.1,23.2,51780.0
2023,"Derrick, rotary drill, and service unit operators, oil and gas",47-5010,Summary,73.6,75.3,0.0,0.0,1.7,2.3,,7.5,58100.0
2023,"Derrick operators, oil and gas",47-5011,Line item,12.1,12.5,0.0,0.0,0.4,3.1,,1.2,58210.0
2023,"Rotary drill operators, oil and gas",47-5012,Line item,12.8,13.1,0.0,0.0,0.3,2.2,,1.3,61770.0
2023,"Service unit operators, oil and gas",47-5013,Line item,48.7,49.7,0.0,0.0,1.0,2.1,,4.9,55750.0
2023,Surface mining machine operators and earth drillers,47-5020,Summary,53.3,53.8,0.0,0.0,0.5,0.9,3.9,5.6,51930.0
2023,"Excavating and loading machine and dragline operators, surface mining",47-5022,Line item,34.4,34.1,0.0,0.0,-0.3,-0.8,3.9,3.5,50050.0
2023,"Earth drillers, except oil and gas",47-5023,Line item,18.9,19.7,0.0,0.0,0.8,4.0,3.9,2.1,56660.0
2023,"Explosives workers, ordnance handling experts, and blasters",47-5032,Line item,4.8,4.8,0.0,0.0,0.1,1.2,,0.4,61590.0
2023,Underground mining machine operators,47-5040,Summary,26.0,23.8,0.0,0.0,-2.3,-8.7,0.4,2.6,63770.0
2023,Continuous mining machine operators,47-5041,Line item,16.1,15.8,0.0,0.0,-0.3,-1.8,0.4,1.8,61420.0
2023,"Roof bolters, mining",47-5043,Line item,2.0,1.4,0.0,0.0,-0.6,-32.0,,0.1,66660.0
2023,"Loading and moving machine operators, underground mining",47-5044,Line item,5.3,4.1,0.0,0.0,-1.2,-22.9,,0.4,64070.0
2023,"Underground mining machine operators, all other",47-5049,Line item,2.6,2.5,0.0,0.0,-0.1,-4.5,,0.3,68910.0
2023,"Rock splitters, quarry",47-5051,Line item,3.7,3.8,0.0,0.0,0.1,2.8,1.5,0.4,46530.0
2023,"Roustabouts, oil and gas",47-5071,Line item,46.0,48.6,0.0,0.0,2.5,5.5,,4.9,46340.0
2023,Helpers--extraction workers,47-5081,Line item,7.7,7.8,0.0,0.0,0.1,1.8,1.5,0.9,45520.0
2023,"Extraction workers, all other",47-5099,Line item,7.4,7.4,0.0,0.0,0.0,-0.5,1.5,0.9,49580.0
2023,"Installation, maintenance, and repair occupations",49-0000,Summary,6460.3,6803.5,3.8,3.9,343.3,5.3,4.5,606.2,53920.0
2023,"Supervisors of installation, maintenance, and repair workers",49-1000,Summary,604.3,626.2,0.4,0.4,21.9,3.6,,50.6,75820.0
2023,"First-line supervisors of mechanics, installers, and repairers",49-1011,Line item,604.3,626.2,0.4,0.4,21.9,3.6,,50.6,75820.0
2023,"Electrical and electronic equipment mechanics, installers, and repairers",49-2000,Summary,515.3,519.6,0.3,0.3,4.3,0.8,3.1,48.1,59420.0
2023,"Computer, automated teller, and office machine repairers",49-2011,Line item,85.7,84.0,0.1,0.0,-1.7,-2.0,8.6,8.2,45760.0
2023,Radio and telecommunications equipment installers and repairers,49-2020,Summary,174.3,169.6,0.1,0.1,-4.7,-2.7,1.3,15.8,61270.0
2023,"Radio, cellular, and tower equipment installers and repairers",49-2021,Line item,12.0,12.9,0.0,0.0,0.8,6.8,1.2,1.3,61310.0
2023,"Telecommunications equipment installers and repairers, except line installers",49-2022,Line item,162.3,156.8,0.1,0.1,-5.5,-3.4,1.3,14.5,61270.0
2023,"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",49-2090,Summary,255.3,266.1,0.2,0.2,10.7,4.2,2.4,24.2,61190.0
2023,Avionics technicians,49-2091,Line item,21.9,23.5,0.0,0.0,1.7,7.6,,1.9,77420.0
2023,"Electric motor, power tool, and related repairers",49-2092,Line item,17.7,18.6,0.0,0.0,0.9,5.0,8.1,1.8,49230.0
2023,"Electrical and electronics installers and repairers, transportation equipment",49-2093,Line item,7.6,8.2,0.0,0.0,0.5,6.9,,0.7,79160.0
2023,"Electrical and electronics repairers, commercial and industrial equipment",49-2094,Line item,59.8,60.5,0.0,0.0,0.7,1.2,0.4,5.0,66680.0
2023,"Electrical and electronics repairers, powerhouse, substation, and relay",49-2095,Line item,25.4,25.7,0.0,0.0,0.2,0.8,0.4,2.1,96600.0
2023,"Electronic equipment installers and repairers, motor vehicles",49-2096,Line item,9.1,7.9,0.0,0.0,-1.2,-13.2,,0.6,45570.0
2023,Audiovisual equipment installers and repairers,49-2097,Line item,27.8,28.3,0.0,0.0,0.5,1.9,10.2,2.7,48380.0
2023,Security and fire alarm systems installers,49-2098,Line item,86.0,93.4,0.1,0.1,7.4,8.6,1.7,9.5,56430.0
2023,"Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Summary,1908.9,1982.7,1.1,1.1,73.8,3.9,8.4,172.6,50790.0
2023,Aircraft mechanics and service technicians,49-3011,Line item,141.4,148.7,0.1,0.1,7.3,5.2,0.6,11.5,75020.0
2023,Automotive technicians and repairers,49-3020,Summary,985.5,1009.3,0.6,0.6,23.8,2.4,12.7,83.5,47990.0
2023,Automotive body and related repairers,49-3021,Line item,169.2,171.4,0.1,0.1,2.1,1.3,7.8,13.9,48740.0
2023,Automotive glass installers and repairers,49-3022,Line item,21.7,22.1,0.0,0.0,0.4,2.0,19.9,1.8,45320.0
2023,Automotive service technicians and mechanics,49-3023,Line item,794.6,815.9,0.5,0.5,21.2,2.7,13.5,67.8,47770.0
2023,Bus and truck mechanics and diesel engine specialists,49-3031,Line item,300.2,308.7,0.2,0.2,8.5,2.8,2.9,25.6,58970.0
2023,Heavy vehicle and mobile equipment service technicians and mechanics,49-3040,Summary,259.3,281.8,0.2,0.2,22.6,8.7,5.5,24.1,61000.0
2023,Farm equipment mechanics and service technicians,49-3041,Line item,48.0,53.5,0.0,0.0,5.5,11.4,5.1,4.6,49210.0
2023,"Mobile heavy equipment mechanics, except engines",49-3042,Line item,191.1,207.3,0.1,0.1,16.2,8.5,5.7,17.7,61900.0
2023,Rail car repairers,49-3043,Line item,20.2,21.1,0.0,0.0,0.9,4.4,5.3,1.8,65030.0
2023,Small engine mechanics,49-3050,Summary,82.1,85.4,0.0,0.0,3.3,4.0,9.2,8.8,46500.0
2023,Motorboat mechanics and service technicians,49-3051,Line item,26.1,27.8,0.0,0.0,1.8,6.7,9.3,2.9,49990.0
2023,Motorcycle mechanics,49-3052,Line item,16.0,16.4,0.0,0.0,0.4,2.5,9.4,1.7,46270.0
2023,Outdoor power equipment and other small engine mechanics,49-3053,Line item,40.0,41.2,0.0,0.0,1.2,2.9,9.0,4.2,44140.0
2023,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",49-3090,Summary,140.5,148.8,0.1,0.1,8.4,5.9,3.0,19.0,36550.0
2023,Bicycle repairers,49-3091,Line item,14.5,15.3,0.0,0.0,0.8,5.6,3.1,2.0,38320.0
2023,Recreational vehicle service technicians,49-3092,Line item,18.4,20.2,0.0,0.0,1.8,9.9,3.0,2.6,47950.0
2023,Tire repairers and changers,49-3093,Line item,107.6,113.3,0.1,0.1,5.7,5.3,3.0,14.5,35790.0
2023,"Other installation, maintenance, and repair occupations",49-9000,Summary,3431.8,3675.0,2.0,2.1,243.2,7.1,3.3,334.9,50200.0
2023,Control and valve installers and repairers,49-9010,Summary,76.6,80.5,0.0,0.0,3.9,5.1,,6.7,59040.0
2023,Mechanical door repairers,49-9011,Line item,27.7,30.9,0.0,0.0,3.2,11.4,,2.7,48650.0
2023,"Control and valve installers and repairers, except mechanical door",49-9012,Line item,48.8,49.6,0.0,0.0,0.8,1.6,,4.0,70100.0
2023,"Heating, air conditioning, and refrigeration mechanics and installers",49-9021,Line item,441.2,481.3,0.3,0.3,40.1,9.1,7.7,42.5,57300.0
2023,Home appliance repairers,49-9031,Line item,37.5,37.8,0.0,0.0,0.3,0.8,19.3,3.1,47170.0
2023,"Industrial machinery installation, repair, and maintenance workers",49-9040,Summary,531.4,611.7,0.3,0.4,80.3,15.1,2.2,53.0,61160.0
2023,Industrial machinery mechanics,49-9041,Line item,429.5,503.3,0.3,0.3,73.8,17.2,1.6,43.5,61420.0
2023,"Maintenance workers, machinery",49-9043,Line item,59.0,63.6,0.0,0.0,4.6,7.8,1.3,5.8,57350.0
2023,Millwrights,49-9044,Line item,42.3,44.3,0.0,0.0,2.0,4.8,9.3,3.7,62980.0
2023,"Refractory materials repairers, except brickmasons",49-9045,Line item,0.6,0.5,0.0,0.0,-0.1,-17.8,,0.0,48410.0
2023,Line installers and repairers,49-9050,Summary,225.6,232.2,0.1,0.1,6.7,3.0,1.6,19.6,78810.0
2023,Electrical power-line installers and repairers,49-9051,Line item,123.4,132.8,0.1,0.1,9.4,7.6,0.7,10.7,85420.0
2023,Telecommunications line installers and repairers,49-9052,Line item,102.2,99.4,0.1,0.1,-2.8,-2.7,2.8,8.8,64640.0
2023,Precision instrument and equipment repairers,49-9060,Summary,88.7,101.1,0.1,0.1,12.3,13.9,2.5,9.1,59380.0
2023,Camera and photographic equipment repairers,49-9061,Line item,2.6,2.2,0.0,0.0,-0.4,-16.9,2.4,0.2,46850.0
2023,Medical equipment repairers,49-9062,Line item,67.0,79.3,0.0,0.0,12.3,18.4,2.6,7.3,60670.0
2023,Musical instrument repairers and tuners,49-9063,Line item,6.3,6.4,0.0,0.0,0.1,1.5,2.7,0.5,42800.0
2023,Watch and clock repairers,49-9064,Line item,1.9,1.9,0.0,0.0,0.0,0.0,2.7,0.2,58140.0
2023,"Precision instrument and equipment repairers, all other",49-9069,Line item,10.9,11.2,0.0,0.0,0.4,3.5,2.1,1.0,62040.0
2023,"Maintenance and repair workers, general",49-9071,Line item,1616.5,1698.3,1.0,1.0,81.8,5.1,1.4,157.2,46700.0
2023,Wind turbine service technicians,49-9081,Line item,11.4,18.2,0.0,0.0,6.8,60.1,12.0,2.1,61770.0
2023,"Miscellaneous installation, maintenance, and repair workers",49-9090,Summary,403.0,414.0,0.2,0.2,11.0,2.7,7.5,41.6,44470.0
2023,"Coin, vending, and amusement machine servicers and repairers",49-9091,Line item,39.3,39.2,0.0,0.0,-0.1,-0.4,6.7,4.0,44980.0
2023,Commercial divers,49-9092,Line item,3.2,3.5,0.0,0.0,0.3,8.3,11.8,0.4,61300.0
2023,Locksmiths and safe repairers,49-9094,Line item,17.6,15.8,0.0,0.0,-1.7,-9.9,13.2,1.8,48380.0
2023,Manufactured building and mobile home installers,49-9095,Line item,3.3,2.7,0.0,0.0,-0.6,-19.6,12.3,0.2,38980.0
2023,Riggers,49-9096,Line item,24.2,25.4,0.0,0.0,1.2,4.9,,2.7,56220.0
2023,Signal and track switch repairers,49-9097,Line item,9.3,9.5,0.0,0.0,0.2,2.3,9.6,0.9,82710.0
2023,"Helpers--installation, maintenance, and repair workers",49-9098,Line item,104.6,109.2,0.1,0.1,4.6,4.4,1.0,11.2,36710.0
2023,"Installation, maintenance, and repair workers, all other",49-9099,Line item,201.5,208.7,0.1,0.1,7.2,3.6,11.1,20.4,46500.0
2023,Production occupations,51-0000,Summary,9093.6,8999.5,5.4,5.2,-94.1,-1.0,2.9,970.1,43630.0
2023,Supervisors of production workers,51-1000,Summary,690.9,695.1,0.4,0.4,4.2,0.6,2.0,64.6,65930.0
2023,First-line supervisors of production and operating workers,51-1011,Line item,690.9,695.1,0.4,0.4,4.2,0.6,2.0,64.6,65930.0
2023,Assemblers and fabricators,51-2000,Summary,1965.1,1966.7,1.2,1.1,1.7,0.1,1.2,209.8,39720.0
2023,"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011,Line item,31.4,26.3,0.0,0.0,-5.2,-16.4,1.4,2.6,61240.0
2023,"Electrical, electronics, and electromechanical assemblers",51-2020,Summary,283.2,301.6,0.2,0.2,18.4,6.5,0.1,32.6,40700.0
2023,"Coil winders, tapers, and finishers",51-2021,Line item,12.1,10.9,0.0,0.0,-1.1,-9.3,,1.1,44890.0
2023,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",51-2028,Line item,271.1,290.6,0.2,0.2,19.5,7.2,0.1,31.5,40490.0
2023,Engine and other machine assemblers,51-2031,Line item,49.0,38.6,0.0,0.0,-10.4,-21.3,,3.7,50270.0
2023,Structural metal fabricators and fitters,51-2041,Line item,59.3,50.3,0.0,0.0,-9.1,-15.3,1.4,4.9,48480.0
2023,Fiberglass laminators and fabricators,51-2051,Line item,20.9,21.8,0.0,0.0,1.0,4.6,1.5,2.4,40200.0
2023,Timing device assemblers and adjusters,51-2061,Line item,0.4,0.3,0.0,0.0,-0.1,-16.3,,0.0,48840.0
2023,Miscellaneous assemblers and fabricators,51-2090,Line item,1520.8,1527.9,0.9,0.9,7.0,0.5,1.5,163.7,38920.0
2023,Food processing workers,51-3000,Summary,884.9,921.4,0.5,0.5,36.5,4.1,3.4,123.3,36850.0
2023,Bakers,51-3011,Line item,243.4,256.1,0.1,0.1,12.7,5.2,8.5,40.4,34950.0
2023,"Butchers and other meat, poultry, and fish processing workers",51-3020,Summary,353.0,357.7,0.2,0.2,4.7,1.3,0.9,42.9,37200.0
2023,Butchers and meat cutters,51-3021,Line item,139.1,136.2,0.1,0.1,-2.9,-2.1,0.9,16.1,37650.0
2023,"Meat, poultry, and fish cutters and trimmers",51-3022,Line item,141.1,147.7,0.1,0.1,6.6,4.7,0.9,17.9,36300.0
2023,Slaughterers and meat packers,51-3023,Line item,72.8,73.8,0.0,0.0,1.0,1.4,0.9,8.8,38160.0
2023,Miscellaneous food processing workers,51-3090,Summary,288.4,307.6,0.2,0.2,19.2,6.7,2.0,40.0,38130.0
2023,"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,Line item,19.6,20.0,0.0,0.0,0.4,2.2,0.5,2.7,39850.0
2023,Food batchmakers,51-3092,Line item,171.3,186.8,0.1,0.1,15.5,9.1,0.9,26.3,38460.0
2023,Food cooking machine operators and tenders,51-3093,Line item,30.7,31.1,0.0,0.0,0.3,1.0,3.2,4.1,38550.0
2023,"Food processing workers, all other",51-3099,Line item,66.8,69.7,0.0,0.0,2.9,4.4,4.9,6.9,36890.0
2023,Metal workers and plastic workers,51-4000,Summary,1657.4,1613.0,1.0,0.9,-44.5,-2.7,2.3,157.6,46860.0
2023,"Forming machine setters, operators, and tenders, metal and plastic",51-4020,Summary,98.4,96.3,0.1,0.1,-2.1,-2.2,0.6,9.7,45410.0
2023,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021,Line item,64.1,65.3,0.0,0.0,1.3,2.0,0.6,6.7,44390.0
2023,"Forging machine setters, operators, and tenders, metal and plastic",51-4022,Line item,9.3,7.9,0.0,0.0,-1.5,-15.7,0.6,0.7,46990.0
2023,"Rolling machine setters, operators, and tenders, metal and plastic",51-4023,Line item,25.0,23.1,0.0,0.0,-1.9,-7.7,0.6,2.3,47040.0
2023,"Machine tool cutting setters, operators, and tenders, metal and plastic",51-4030,Summary,297.2,263.6,0.2,0.2,-33.6,-11.3,0.1,25.0,43300.0
2023,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,Line item,181.3,161.0,0.1,0.1,-20.3,-11.2,,15.1,42400.0
2023,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032,Line item,5.8,4.7,0.0,0.0,-1.1,-19.2,,0.4,44620.0
2023,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,Line item,76.3,68.1,0.0,0.0,-8.2,-10.7,0.5,6.5,42610.0
2023,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034,Line item,19.7,17.5,0.0,0.0,-2.3,-11.4,,1.7,47110.0
2023,"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035,Line item,14.1,12.3,0.0,0.0,-1.8,-12.9,,1.2,47200.0
2023,Machinists,51-4041,Line item,298.0,303.0,0.2,0.2,5.0,1.7,1.4,30.2,50840.0
2023,"Metal furnace operators, tenders, pourers, and casters",51-4050,Summary,27.0,25.6,0.0,0.0,-1.4,-5.2,2.1,2.4,50200.0
2023,Metal-refining furnace operators and tenders,51-4051,Line item,21.4,20.4,0.0,0.0,-1.0,-4.8,2.1,1.9,50250.0
2023,"Pourers and casters, metal",51-4052,Line item,5.6,5.2,0.0,0.0,-0.4,-6.7,2.1,0.5,48690.0
2023,"Model makers and patternmakers, metal and plastic",51-4060,Summary,5.0,4.0,0.0,0.0,-1.0,-19.5,,0.4,58840.0
2023,"Model makers, metal and plastic",51-4061,Line item,2.9,2.4,0.0,0.0,-0.5,-17.6,,0.2,64190.0
2023,"Patternmakers, metal and plastic",51-4062,Line item,2.2,1.7,0.0,0.0,-0.5,-22.2,,0.1,49670.0
2023,"Molders and molding machine setters, operators, and tenders, metal and plastic",51-4070,Summary,170.6,163.8,0.1,0.1,-6.9,-4.0,,15.9,39170.0
2023,Foundry mold and coremakers,51-4071,Line item,11.8,8.9,0.0,0.0,-2.9,-24.6,,0.7,44300.0
2023,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",51-4072,Line item,158.8,154.9,0.1,0.1,-3.9,-2.5,,15.1,38870.0
2023,"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081,Line item,130.0,132.3,0.1,0.1,2.3,1.8,1.2,13.1,41600.0
2023,Tool and die makers,51-4111,Line item,59.1,53.3,0.0,0.0,-5.8,-9.7,0.5,5.1,61490.0
2023,"Welding, soldering, and brazing workers",51-4120,Summary,490.2,496.3,0.3,0.3,6.1,1.2,6.1,48.8,48680.0
2023,"Welders, cutters, solderers, and brazers",51-4121,Line item,454.5,463.8,0.3,0.3,9.3,2.0,6.1,45.8,48940.0
2023,"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122,Line item,35.6,32.5,0.0,0.0,-3.2,-8.9,6.1,3.0,45350.0
2023,Miscellaneous metal workers and plastic workers,51-4190,Summary,81.9,74.7,0.0,0.0,-7.2,-8.8,1.2,7.0,43260.0
2023,"Heat treating equipment setters, operators, and tenders, metal and plastic",51-4191,Line item,15.2,13.8,0.0,0.0,-1.4,-9.5,1.2,1.3,44240.0
